College,Year,Fielding_Percentage,Scoring,WL_Percentage,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings
Quinnipiac,2015,0.947,3.48,0.34,,4.97,0.08,0.42,0.359,0.24,,0.42,,0.263,1.0,,
Quinnipiac,2016,0.947,2.96,0.491,13.0,2.38,0.14,0.25,0.317,0.18,,0.67,,0.24,1.02,,
Quinnipiac,2017,0.942,3.64,0.46,,4.0,0.18,0.54,0.39,0.3,,0.4,,0.261,1.4,,
Quinnipiac,2018,0.957,4.08,0.431,,3.72,0.24,0.61,0.427,0.25,,0.41,,0.276,1.61,,
Quinnipiac,2019,0.959,3.3,0.34,22.0,3.86,0.12,0.22,0.31,0.26,0.321,0.78,0.88,0.229,1.16,8.0,
Radford,2013,0.935,4.05,0.357,,4.17,0.13,0.8,0.403,0.32,,0.98,,0.257,1.02,,
Radford,2014,0.943,3.92,0.423,,3.32,0.08,1.08,,0.15,,0.83,,0.233,0.63,,
Radford,2015,0.942,3.96,0.245,,6.66,0.16,0.76,0.404,0.12,,0.65,,0.264,1.06,,
Radford,2016,0.963,4.21,0.574,18.0,2.9,0.23,0.69,0.398,0.3,,1.38,,0.255,1.26,,
Radford,2017,0.971,3.75,0.491,,3.57,0.11,0.67,0.383,0.33,,0.82,,0.244,1.2,,
Radford,2018,0.968,4.67,0.655,,2.5,0.15,0.75,0.406,0.44,,1.11,,0.263,1.4,,
Radford,2019,0.959,4.32,0.424,51.0,3.32,0.1,0.73,0.416,0.27,0.348,0.93,1.9,0.282,1.25,5.0,
Rhode Island,2013,0.956,2.89,0.213,,5.91,0.11,0.3,0.317,0.13,,1.02,,0.237,0.91,,
Rhode Island,2014,0.954,2.41,0.293,,4.41,0.02,0.15,,0.26,,0.3,,0.22,0.72,,
Rhode Island,2015,0.956,2.7,0.068,,8.98,0.14,0.2,0.318,0.5,,0.34,,0.241,0.98,,
Rhode Island,2016,0.937,3.23,0.273,,5.5,0.2,0.55,0.351,0.32,,0.36,,0.231,1.05,,
Rhode Island,2017,0.948,3.34,0.25,,6.75,0.07,0.39,0.353,0.3,,0.05,,0.246,1.39,,
Rhode Island,2018,0.948,2.36,0.255,,4.23,0.09,0.3,0.289,0.28,,0.77,,0.205,1.11,,
Rhode Island,2019,0.953,3.35,0.37,20.0,3.57,0.07,0.72,0.398,0.2,0.341,0.8,1.77,0.26,1.26,8.0,
Rider,2013,0.948,3.02,0.163,,6.67,0.1,0.29,0.331,0.22,,0.84,,0.253,0.9,,
Rider,2014,0.954,2.57,0.128,,5.74,,0.36,,0.32,,0.43,,0.239,1.04,,
Rider,2015,0.951,3.49,0.255,,5.27,0.06,0.62,0.371,0.34,,0.77,,0.25,1.19,,
Rider,2016,0.939,2.96,0.16,,6.87,0.08,0.46,0.344,0.44,,0.62,,0.237,1.2,,
Rider,2017,0.947,1.64,0.12,,6.12,0.04,0.24,0.278,0.18,,0.32,,0.21,0.82,,
Rider,2018,0.942,4.78,0.34,,4.23,0.26,0.36,0.376,0.28,,0.5,,0.273,1.2,,
Rider,2019,0.957,2.3,0.185,28.0,6.22,,0.3,0.294,0.28,0.293,0.22,1.01,0.219,0.98,2.0,
Robert Morris,2013,0.971,3.5,0.635,,2.14,0.06,0.65,0.367,0.25,,0.75,,0.247,1.06,,
Robert Morris,2014,0.959,3.02,0.49,,2.08,0.08,0.39,,0.27,,0.92,,0.25,1.1,,
Robert Morris,2015,0.95,3.96,0.542,,2.86,0.19,0.69,0.43,0.13,,0.63,,0.29,1.25,,
Robert Morris,2016,0.948,3.14,0.411,,3.84,0.11,0.54,0.366,0.18,,0.34,,0.256,1.09,,
Robert Morris,2017,0.955,3.73,0.365,,5.09,0.06,0.52,0.393,0.33,,0.85,,0.283,1.27,,
Robert Morris,2018,0.941,3.37,0.217,,5.29,0.11,0.37,0.338,0.46,,0.41,,0.236,1.24,,
Robert Morris,2019,0.949,3.18,0.275,25.0,5.01,0.06,0.57,0.353,0.31,0.295,0.41,1.05,0.24,1.06,2.0,
Rutgers,2013,0.965,4.36,0.536,,2.9,0.02,0.5,0.378,0.25,,1.13,,0.268,1.39,,
Rutgers,2014,0.969,4.87,0.596,,3.51,0.06,0.74,,0.26,,0.83,,0.3,1.32,,
Rutgers,2015,0.966,5.8,0.592,,4.94,0.16,1.04,0.485,0.33,,0.51,,0.31,1.55,,
Rutgers,2016,0.967,3.86,0.421,,4.95,0.09,0.46,0.349,0.37,,0.79,,0.259,0.81,,
Rutgers,2017,0.953,4.08,0.275,,6.8,0.22,0.47,0.388,0.31,,0.69,,0.274,1.08,,
Rutgers,2018,0.959,4.08,0.38,,4.91,0.16,0.64,0.372,0.7,,0.8,,0.258,0.9,,
Rutgers,2019,0.961,4.27,0.527,31.0,3.59,0.13,0.98,0.426,0.31,0.341,1.09,1.59,0.252,1.15,5.0,
SFA,2013,0.963,2.79,0.333,,3.93,0.04,0.23,0.289,0.35,,0.88,,0.223,0.83,,
SFA,2014,0.955,4.19,0.491,,3.88,0.17,0.58,,0.32,,1.02,,0.262,0.77,,
SFA,2015,0.953,4.0,0.373,,4.52,0.12,0.59,0.361,0.16,,0.98,,0.247,0.92,,
SFA,2016,0.952,3.95,0.491,,3.29,0.11,0.58,0.36,0.25,,1.3,,0.249,0.89,,
SFA,2017,0.956,2.42,0.34,,3.11,0.06,0.4,0.321,0.26,,0.1,,0.233,0.92,,
SFA,2018,0.963,4.2,0.564,,2.81,0.25,0.6,0.396,0.25,,0.36,,0.261,1.18,,
SFA,2019,0.972,3.83,0.61,20.0,2.34,0.03,0.51,0.376,0.08,0.347,0.76,2.38,0.274,1.19,9.0,
SIUE,2013,0.967,5.42,0.729,,1.97,0.15,0.73,0.45,0.25,,0.94,,0.304,1.38,,
SIUE,2014,0.961,3.66,0.566,,2.72,0.04,0.3,,0.28,,1.13,,0.256,1.0,,6.82
SIUE,2015,0.969,4.75,0.729,,2.03,0.17,0.61,0.42,0.19,,1.14,,0.286,1.29,,
SIUE,2016,0.96,3.33,0.519,,2.42,0.15,0.41,0.329,0.19,,1.15,,0.232,0.93,,
SIUE,2017,0.976,4.69,0.759,,1.95,0.06,0.56,0.408,0.28,,1.44,,0.278,1.54,,
SIUE,2018,0.974,3.61,0.543,,3.21,0.17,0.67,0.406,0.15,,1.39,,0.259,1.28,,
SIUE,2019,0.963,4.45,0.364,39.0,5.52,0.27,0.48,0.401,0.14,0.342,1.75,1.12,0.271,1.5,1.0,
Sacramento State,2013,0.957,3.39,0.5,,2.33,0.23,0.32,0.362,0.16,,0.23,,0.269,1.18,,
Sacramento State,2014,0.958,4.09,0.543,,2.83,0.28,0.26,,0.24,,0.59,,0.288,1.28,,
Sacramento State,2015,0.966,4.44,0.519,,3.83,0.13,0.43,0.402,0.22,,0.41,,0.294,1.43,,
Sacramento State,2016,0.969,4.54,0.56,,3.51,0.16,0.3,0.401,0.4,,0.64,,0.303,1.42,,
Sacramento State,2017,0.966,4.14,0.43,,3.23,0.08,0.9,0.406,0.28,,0.38,,0.267,0.82,,
Sacramento State,2018,0.969,4.29,0.608,,2.85,0.14,0.59,0.404,0.22,,0.82,,0.28,1.29,,
Sacramento State,2019,0.957,4.93,0.554,20.0,2.88,0.3,0.77,0.437,0.34,0.36,0.95,1.47,0.283,1.34,9.0,
Sacred Heart,2013,0.948,3.63,0.444,,2.95,0.06,0.48,0.342,0.15,,0.43,,0.245,1.07,,
Sacred Heart,2014,0.965,2.5,0.286,,2.81,0.07,0.33,,0.29,,0.31,,0.218,0.76,,
Sacred Heart,2015,0.964,2.41,0.318,,3.39,0.05,0.34,0.301,0.25,,0.43,,0.212,1.18,,
Sacred Heart,2016,0.96,2.55,0.286,,3.22,0.04,0.33,0.317,0.2,,0.37,,0.228,1.31,,
Sacred Heart,2017,0.974,2.88,0.451,,2.6,0.1,0.33,0.33,0.2,,0.27,,0.236,1.25,,
Sacred Heart,2018,0.975,3.57,0.554,,1.94,0.07,0.59,0.361,0.16,,0.18,,0.243,1.21,,
Sacred Heart,2019,0.957,3.89,0.509,51.0,3.21,0.07,0.58,0.405,0.16,0.343,0.49,1.61,0.275,1.64,5.0,
Saint Francis (PA),2013,0.952,4.11,0.455,,3.9,0.09,0.53,0.384,0.33,,1.13,,0.279,1.09,,
Saint Francis (PA),2014,0.956,4.37,0.531,,2.93,0.2,0.61,,0.22,,1.49,,0.262,1.31,,
Saint Francis (PA),2015,0.961,4.92,0.62,,3.24,0.28,0.58,0.411,0.4,,1.06,,0.264,1.5,,
Saint Francis (PA),2016,0.953,6.38,0.586,,3.5,0.16,1.4,0.516,0.22,0.41,0.88,,0.29,1.47,,
Saint Francis (PA),2017,0.968,5.97,0.803,,2.17,0.2,1.07,0.488,0.39,0.399,1.77,,0.297,1.44,,
Saint Francis (PA),2018,0.966,5.4,0.672,,2.61,0.17,1.43,0.49,0.22,,1.0,,0.267,1.14,,
Saint Francis (PA),2019,0.947,5.8,0.483,45.0,5.4,0.25,1.1,0.481,0.2,0.378,0.57,0.92,0.287,1.62,4.0,
Saint Joseph's,2013,0.955,4.79,0.781,,2.16,0.19,0.6,0.407,0.23,,1.19,,0.277,1.19,,
Saint Joseph's,2014,0.964,4.36,0.524,,3.37,0.17,0.52,,0.52,,1.33,,0.285,1.38,,
Saint Joseph's,2015,0.973,5.76,0.561,6.0,4.17,0.2,0.88,0.477,0.39,,0.85,,0.308,1.51,,
Saint Joseph's,2016,0.955,3.98,0.49,,2.34,0.02,0.87,0.418,0.25,,0.94,,0.27,1.38,,
Saint Joseph's,2017,0.958,3.72,0.472,,2.63,0.08,0.45,0.364,0.19,,1.3,,0.262,1.21,,
Saint Joseph's,2018,0.952,4.08,0.49,,3.21,0.16,0.35,0.371,0.29,,0.8,,0.277,1.16,,
Saint Joseph's,2019,0.958,4.81,0.528,28.0,3.5,0.23,0.42,0.384,0.47,0.335,1.43,1.18,0.268,1.4,6.0,
Saint Louis,2013,0.965,4.24,0.549,,2.89,0.08,0.61,0.358,0.43,,1.57,,0.243,1.06,,
Saint Louis,2014,0.962,4.65,0.588,,3.59,0.08,0.57,,0.35,,1.06,,0.271,1.29,,
Saint Louis,2015,0.959,5.93,0.667,13.0,3.26,0.07,1.02,0.476,0.43,,1.15,,0.301,1.59,,
Saint Louis,2016,0.961,4.56,0.481,,3.83,0.12,0.81,0.42,0.44,,1.08,,0.267,1.35,,
Saint Louis,2017,0.964,4.6,0.5,,3.12,0.24,0.74,0.417,0.26,,0.76,,0.256,1.52,,
Saint Louis,2018,0.959,3.82,0.491,,3.73,0.11,0.74,0.403,0.25,,0.56,,0.264,1.19,,
Saint Louis,2019,0.949,4.48,0.365,20.0,5.06,0.21,0.83,0.455,0.33,0.354,0.42,0.99,0.294,1.37,3.0,
Saint Mary's (CA),2013,0.959,2.73,0.392,,2.65,0.08,0.51,0.301,0.24,,0.59,,0.208,0.67,,
Saint Mary's (CA),2014,0.96,2.62,0.46,,2.57,0.06,0.44,,0.38,,0.68,,0.243,1.0,,
Saint Mary's (CA),2015,0.968,3.79,0.396,,4.4,0.11,0.66,0.389,0.42,,0.51,,0.256,1.38,,
Saint Mary's (CA),2016,0.965,3.02,0.427,16.0,3.31,0.17,0.29,0.341,0.21,,0.75,,0.25,1.13,,
Saint Mary's (CA),2017,0.957,2.19,0.354,11.0,2.68,0.15,0.17,0.295,0.29,,0.54,,0.231,0.75,,
Saint Mary's (CA),2018,0.956,2.92,0.306,,4.35,0.2,0.29,0.321,0.14,,1.45,,0.233,0.98,,
Saint Mary's (CA),2019,0.951,2.31,0.275,29.0,4.76,0.1,0.14,0.277,0.27,0.301,0.69,1.09,0.223,0.73,5.0,
Saint Peter's,2013,0.949,2.87,0.167,,7.62,,0.35,0.348,0.39,,0.33,,0.252,1.31,,
Saint Peter's,2014,0.944,2.88,0.192,,7.13,0.08,0.52,,0.38,,1.21,,0.238,0.92,,
Saint Peter's,2015,0.935,3.02,0.048,,8.17,0.02,0.57,0.376,0.36,,1.12,,0.257,1.17,,
Saint Peter's,2016,0.928,1.95,0.023,,8.86,0.07,0.35,0.29,0.28,,0.4,,0.199,0.88,,
Saint Peter's,2017,0.947,2.88,0.15,,7.64,0.1,0.4,0.359,0.1,,0.5,,0.25,1.18,,
Saint Peter's,2018,0.938,2.58,0.146,,7.0,0.06,0.33,0.328,0.25,,0.83,,0.242,0.94,,
Saint Peter's,2019,0.941,2.34,0.161,41.0,6.44,0.07,0.36,0.286,0.14,0.266,0.73,0.98,0.197,0.93,1.0,
Sam Houston State,2013,0.955,5.2,0.607,,3.26,0.13,0.95,0.468,0.36,,1.15,,0.319,1.13,,
Sam Houston State,2014,0.954,4.48,0.5,,3.51,0.11,0.81,,0.37,,1.44,,0.278,1.17,,
Sam Houston State,2015,0.948,3.66,0.404,,4.26,0.06,0.94,0.409,0.38,,0.43,,0.259,1.04,,
Sam Houston State,2016,0.951,4.15,0.389,,5.07,0.17,0.5,0.405,0.3,,0.44,,0.286,1.22,,
Sam Houston State,2017,0.954,3.84,0.471,,3.55,0.18,0.47,0.375,0.18,,0.55,,0.277,0.75,,
Sam Houston State,2018,0.971,3.4,0.421,,3.88,0.18,0.47,0.37,0.14,,0.68,,0.256,1.25,,
Sam Houston State,2019,0.972,3.59,0.603,15.0,2.45,0.09,0.66,0.377,0.22,0.303,1.02,2.99,0.251,1.12,11.0,
Samford,2013,0.961,2.6,0.327,,3.2,0.06,0.38,0.301,0.37,,0.5,,0.217,0.85,,
Samford,2014,0.968,5.21,0.679,,2.59,0.11,0.91,,0.32,,1.07,,0.28,1.2,,
Samford,2015,0.974,4.73,0.6,,4.18,0.22,0.85,0.47,0.24,,0.91,,0.314,1.4,,
Samford,2016,0.972,5.62,0.667,,3.22,0.23,0.98,0.498,0.27,,0.95,,0.316,1.6,,
Samford,2017,0.958,3.75,0.41,,4.13,0.2,0.56,0.379,0.46,,1.05,,0.266,0.95,,
Samford,2018,0.949,4.21,0.333,,5.22,0.14,0.63,0.389,0.37,,1.12,,0.263,1.09,,
Samford,2019,0.966,3.89,0.426,52.0,4.69,0.15,0.81,0.395,0.5,0.332,0.74,0.91,0.258,0.87,4.0,
San Diego,2013,0.956,2.57,0.453,,1.83,0.23,0.11,0.314,0.17,,0.57,,0.251,0.92,,
San Diego,2014,0.967,3.4,0.553,,2.27,0.19,0.3,,0.17,,0.4,,0.274,1.13,,7.35
San Diego,2015,0.964,3.79,0.558,,2.75,0.23,0.48,0.369,0.31,,0.92,,0.263,0.79,,
San Diego,2016,0.962,4.39,0.431,,3.94,0.22,0.47,0.419,0.22,,0.75,,0.3,1.47,,
San Diego,2017,0.959,3.74,0.478,,4.56,0.11,0.41,0.378,0.2,,0.57,,0.28,1.13,,
San Diego,2018,0.964,3.56,0.481,,3.31,0.15,0.35,0.346,0.4,,1.15,,0.258,1.0,,
San Diego,2019,0.961,3.39,0.408,34.0,4.56,0.08,0.31,0.358,0.33,0.357,0.37,2.02,0.266,1.18,2.0,
San Diego State,2013,0.957,4.27,0.643,,2.04,0.23,0.8,0.443,0.29,,0.77,,0.29,1.2,,
San Diego State,2014,0.957,5.1,0.678,,2.55,0.22,0.71,,0.22,,1.31,,0.301,1.1,,
San Diego State,2015,0.953,5.59,0.655,,3.89,0.09,1.09,0.485,0.38,,0.72,,0.31,1.29,,
San Diego State,2016,0.969,4.92,0.577,17.0,3.75,0.15,0.48,0.408,0.42,,0.77,,0.299,1.17,,
San Diego State,2017,0.966,6.61,0.633,,3.74,0.12,0.92,0.516,0.39,0.418,0.78,,0.356,1.55,,
San Diego State,2018,0.962,2.88,0.392,16.0,3.21,0.06,0.27,0.313,0.31,,1.0,,0.246,0.82,,
San Diego State,2019,0.962,3.27,0.49,34.0,3.85,0.04,0.31,0.345,0.33,0.325,0.96,1.1,0.265,1.16,4.0,
San Jose State,2013,0.966,4.46,0.712,,2.56,0.24,0.51,0.397,0.27,,1.03,,0.277,1.2,,
San Jose State,2014,0.95,5.56,0.556,,4.3,0.19,0.5,,0.35,,0.33,,0.302,1.17,,
San Jose State,2015,0.957,6.38,0.661,,3.94,0.13,0.55,0.482,0.39,0.445,0.45,,0.35,1.68,,
San Jose State,2016,0.956,7.13,0.538,,5.27,0.21,1.12,0.536,0.33,0.414,0.46,,0.335,1.81,,
San Jose State,2017,0.969,4.59,0.661,,3.0,0.18,0.43,0.405,0.46,0.385,0.61,,0.292,1.32,,
San Jose State,2018,0.965,5.69,0.653,13.0,3.28,0.14,0.82,0.434,0.57,0.395,0.39,,0.282,1.22,,
San Jose State,2019,0.961,4.34,0.698,18.0,2.59,0.25,0.38,0.393,0.49,0.363,0.21,2.16,0.276,1.51,10.0,
Santa Clara,2013,0.949,1.43,0.148,,5.0,0.07,0.17,0.26,0.15,,0.41,,0.201,0.72,,
Santa Clara,2014,0.955,2.93,0.227,,4.2,0.11,0.48,,0.48,,0.27,,0.245,1.2,,
Santa Clara,2015,0.96,3.2,0.3,,4.35,0.08,0.38,0.347,0.4,,0.52,,0.255,1.1,,
Santa Clara,2016,0.938,2.63,0.196,,4.78,0.14,0.37,0.339,0.24,,0.49,,0.238,1.06,,
Santa Clara,2017,0.95,2.55,0.245,,4.13,0.12,0.1,0.311,0.16,,0.71,,0.243,1.14,,
Santa Clara,2018,0.967,2.33,0.196,,5.2,0.07,0.02,0.263,0.28,,1.3,,0.22,0.93,,
Santa Clara,2019,0.96,3.58,0.32,35.0,5.06,0.16,0.14,0.351,0.44,0.355,0.96,0.5,0.269,1.34,1.0,
Savannah State,2013,0.933,5.76,0.52,,5.23,0.04,0.72,0.437,0.16,,0.98,,0.295,1.4,,
Savannah State,2014,0.948,4.98,0.543,,4.42,0.07,0.5,,0.15,,0.61,,0.287,1.22,,6.6
Savannah State,2015,0.953,6.95,0.564,,5.49,0.15,1.49,0.544,0.41,0.417,0.64,,0.316,1.31,,
Savannah State,2016,0.934,5.51,0.531,,3.85,0.27,0.49,0.452,0.18,0.422,0.98,,0.322,1.43,,
Savannah State,2017,0.909,2.78,0.1,,9.2,0.3,0.15,0.316,0.13,,1.45,,0.244,0.65,,
Savannah State,2018,0.934,4.56,0.389,,4.32,0.22,0.31,0.365,0.33,,1.69,,0.27,1.11,,
Savannah State,2019,0.94,3.56,0.25,16.0,4.53,0.08,0.42,0.335,0.08,0.34,1.5,0.81,0.248,0.81,1.0,
Seattle U,2013,0.966,3.81,0.377,,3.95,0.15,0.51,0.375,0.4,,0.74,,0.25,1.4,,
Seattle U,2014,0.946,3.81,0.346,,4.45,0.08,0.6,,0.21,,0.46,,0.265,1.38,,
Seattle U,2015,0.949,4.52,0.308,,5.78,0.08,0.67,0.419,0.46,,0.65,,0.283,1.42,,
Seattle U,2016,0.947,3.08,0.365,,3.89,0.15,0.29,0.362,0.21,,0.44,,0.262,1.4,,
Seattle U,2017,0.958,4.52,0.385,,4.62,0.25,0.46,0.402,0.37,,0.71,,0.297,1.08,,
Seattle U,2018,0.968,4.79,0.589,,3.07,0.14,0.64,0.396,0.43,,1.45,,0.278,1.14,,
Seattle U,2019,0.962,5.32,0.702,39.0,2.35,0.21,0.84,0.465,0.49,0.382,0.86,2.4,0.308,1.3,9.0,
Seton Hall,2013,0.959,4.37,0.412,,5.17,0.04,0.67,0.414,0.27,,1.49,,0.292,1.16,,
Seton Hall,2014,0.939,3.61,0.306,,5.64,0.08,0.55,,0.35,,1.06,,0.26,1.14,,
Seton Hall,2015,0.95,4.98,0.472,,4.95,0.08,1.13,0.455,0.32,,1.08,,0.279,1.19,,
Seton Hall,2016,0.952,4.57,0.444,,4.49,0.11,0.63,0.409,0.37,,1.87,,0.287,1.24,,
Seton Hall,2017,0.959,5.1,0.469,,4.0,0.17,0.94,0.463,0.38,,1.38,,0.284,1.67,,
Seton Hall,2018,0.946,3.57,0.352,,4.89,0.04,0.67,0.375,0.35,,0.85,,0.248,1.24,,
Seton Hall,2019,0.951,4.46,0.5,22.0,4.28,0.27,0.73,0.447,0.35,0.354,0.81,1.75,0.277,1.75,2.0,
Siena,2013,0.948,5.72,0.447,,4.88,0.09,0.45,0.414,0.38,,0.55,,0.297,1.7,,
Siena,2014,0.957,4.04,0.527,,2.96,0.07,0.31,,0.27,,0.89,,0.273,1.29,,
Siena,2015,0.958,4.45,0.439,,3.94,0.04,0.55,0.425,0.24,,0.69,,0.305,1.63,,
Siena,2016,0.963,4.6,0.532,,4.67,0.13,0.55,0.418,0.4,,0.64,,0.293,1.45,,
Siena,2017,0.956,3.71,0.412,,4.89,0.06,0.61,0.389,0.24,,0.49,,0.256,1.33,,
Siena,2018,0.955,3.11,0.409,16.0,3.27,0.05,0.25,0.335,0.32,,0.55,,0.249,1.41,,
Siena,2019,0.965,3.45,0.468,28.0,3.97,0.06,0.4,0.361,0.26,0.34,0.51,1.35,0.265,1.15,6.0,
South Alabama,2013,0.976,6.19,0.842,,1.43,0.25,1.02,0.492,0.33,,0.95,,0.306,1.26,,
South Alabama,2014,0.967,4.36,0.75,,1.29,0.21,0.59,,0.18,,1.2,,0.263,1.16,,7.69
South Alabama,2015,0.967,5.42,0.755,,2.51,0.21,0.7,0.449,0.3,,1.13,,0.3,1.42,,
South Alabama,2016,0.962,4.9,0.647,,2.13,0.2,0.27,0.388,0.14,,0.9,,0.294,1.25,,
South Alabama,2017,0.971,3.71,0.636,,2.29,0.22,0.49,0.382,0.25,,0.82,,0.271,0.91,,
South Alabama,2018,0.962,3.63,0.518,,2.58,0.14,0.57,0.365,0.21,,0.5,,0.254,0.95,,
South Alabama,2019,0.951,5.08,0.367,66.0,4.85,0.08,1.08,0.473,0.39,0.375,0.31,0.98,0.291,1.55,4.0,
South Carolina,2013,0.961,5.73,0.576,,3.55,0.17,0.76,0.45,0.39,,1.15,,0.301,1.39,,
South Carolina,2014,0.962,5.38,0.621,,3.16,0.22,0.91,,0.38,,0.81,,0.28,1.4,,
South Carolina,2015,0.963,5.2,0.633,,3.22,0.27,1.0,0.473,0.4,,0.68,,0.294,1.23,,
South Carolina,2016,0.972,4.56,0.623,,2.82,0.15,0.51,0.414,0.43,,0.92,,0.291,1.34,,
South Carolina,2017,0.965,4.34,0.576,,3.01,0.1,0.76,0.425,0.41,,0.81,,0.274,1.27,,
South Carolina,2018,0.979,4.92,0.742,,2.1,0.17,0.98,0.455,0.47,,0.62,,0.272,1.32,,
South Carolina,2019,0.959,5.88,0.667,30.0,2.95,0.14,1.35,0.533,0.37,0.407,0.74,1.65,0.306,1.67,6.0,
South Carolina State,2013,0.932,3.81,0.372,,3.65,0.19,0.16,0.314,0.16,,0.98,,0.242,0.95,,
South Carolina State,2014,0.921,2.68,0.263,,5.06,0.03,0.18,,0.08,,0.63,,0.22,0.63,,
South Carolina State,2015,0.943,4.36,0.222,16.0,5.74,0.11,0.33,0.36,0.28,,1.0,,0.271,1.14,,
South Carolina State,2016,0.905,2.23,0.167,10.0,10.35,0.03,0.1,0.27,0.5,,0.37,,0.211,0.87,,
South Carolina State,2017,0.902,2.71,0.049,,9.85,0.12,0.24,0.287,0.24,,0.44,,0.214,0.68,,
South Carolina State,2018,0.924,1.79,0.061,,6.8,0.03,0.06,0.221,0.52,,0.67,,0.175,0.82,,
South Carolina State,2019,0.93,1.39,0.0,21.0,10.98,0.03,0.06,0.242,0.22,0.266,0.42,0.19,0.203,0.58,,
South Dakota,2013,0.963,5.13,0.583,,2.92,0.13,0.92,0.44,0.23,,1.25,,0.283,1.42,,
South Dakota,2014,0.959,5.35,0.569,,2.85,0.31,0.82,,0.24,,0.9,,0.284,1.45,,
South Dakota,2015,0.952,6.33,0.528,,4.97,0.22,1.43,0.561,0.26,,0.43,,0.325,1.98,,
South Dakota,2016,0.96,3.74,0.283,,6.12,0.04,0.94,0.424,0.26,,0.28,,0.261,1.45,,
South Dakota,2017,0.944,4.96,0.407,,5.12,0.09,0.48,0.428,0.19,,0.44,,0.306,1.57,,
South Dakota,2018,0.938,4.42,0.309,,5.91,0.15,0.96,0.457,0.49,,0.49,,0.283,1.42,,
South Dakota,2019,0.954,4.59,0.541,31.0,3.82,0.2,0.67,0.413,0.49,0.347,0.59,1.28,0.286,1.03,11.0,
South Dakota State,2013,0.955,3.57,0.348,,4.77,0.15,0.5,0.356,0.22,,0.74,,0.254,0.8,,
South Dakota State,2014,0.945,3.32,0.234,,6.17,0.15,0.47,,0.21,,0.98,,0.243,1.32,,
South Dakota State,2015,0.954,5.33,0.442,,6.03,0.17,0.94,0.48,0.33,,0.92,,0.297,1.54,,
South Dakota State,2016,0.959,4.72,0.404,,4.31,0.19,0.93,0.435,0.26,,1.19,,0.265,1.21,,
South Dakota State,2017,0.954,3.81,0.352,,4.04,0.15,0.59,0.389,0.28,,0.35,,0.261,1.31,,
South Dakota State,2018,0.97,6.47,0.673,11.0,3.89,0.2,0.89,0.494,0.29,0.402,0.44,,0.322,1.71,,
South Dakota State,2019,0.971,5.32,0.661,26.0,3.53,0.21,0.8,0.434,0.39,0.373,0.79,1.36,0.275,1.46,7.0,
South Florida,2013,0.972,3.84,0.738,,1.34,0.13,0.72,0.377,0.16,,1.03,,0.25,0.79,,
South Florida,2014,0.974,4.68,0.717,,2.1,0.18,0.72,,0.13,,1.28,,0.304,0.77,,8.98
South Florida,2015,0.968,4.73,0.643,,2.5,0.29,0.5,0.416,0.25,,1.63,,0.296,0.96,,
South Florida,2016,0.966,5.26,0.738,,2.47,0.21,0.8,0.495,0.3,,1.15,,0.32,1.52,,
South Florida,2017,0.961,4.23,0.571,,2.64,0.29,0.54,0.378,0.46,,0.82,,0.265,0.8,,
South Florida,2018,0.96,4.27,0.629,,2.47,0.11,0.73,0.421,0.21,,0.95,,0.283,0.97,,
South Florida,2019,0.974,3.2,0.683,43.0,2.14,0.12,0.4,0.336,0.25,0.32,1.22,2.96,0.245,0.88,18.0,
Southeast Mo. State,2013,0.94,3.56,0.292,,4.95,0.15,0.65,0.403,0.4,,0.98,,0.267,1.33,,
Southeast Mo. State,2014,0.952,3.58,0.244,,5.38,0.02,0.67,,0.2,,0.67,,0.247,1.04,,
Southeast Mo. State,2015,0.95,4.8,0.413,15.0,5.42,0.13,0.85,0.436,0.22,,0.87,,0.291,1.28,,
Southeast Mo. State,2016,0.946,3.84,0.327,,4.22,0.14,0.71,0.412,0.47,,1.18,,0.262,1.41,,
Southeast Mo. State,2017,0.96,4.26,0.46,,3.44,0.42,0.62,0.428,0.24,,1.3,,0.283,1.16,,
Southeast Mo. State,2018,0.97,4.87,0.623,,3.27,0.34,0.7,0.424,0.34,,1.32,,0.268,1.19,,
Southeast Mo. State,2019,0.965,5.67,0.719,30.0,2.72,0.38,1.16,0.51,0.38,0.382,1.39,2.28,0.301,1.23,14.0,
Southeastern La.,2013,0.965,4.83,0.574,,3.08,0.22,0.7,0.43,0.2,,0.28,,0.293,1.02,,
Southeastern La.,2014,0.952,3.85,0.396,,4.47,0.02,0.52,,0.08,,0.1,,0.253,1.0,,
Southeastern La.,2015,0.955,4.87,0.423,,4.8,0.31,0.67,0.429,0.27,,0.29,,0.299,0.94,,
Southeastern La.,2016,0.942,4.04,0.418,,3.8,0.13,0.24,0.341,0.27,,3.13,,0.272,0.78,,
Southeastern La.,2017,0.94,4.38,0.473,,4.0,0.29,0.2,0.352,0.25,,2.95,,0.27,0.87,,
Southeastern La.,2018,0.953,5.41,0.644,,2.99,0.34,0.36,0.394,0.32,,3.12,,0.283,1.17,,
Southeastern La.,2019,0.959,5.26,0.596,25.0,2.75,0.25,0.33,0.403,0.26,0.377,3.98,1.22,0.301,1.28,10.0,
